"Timestamp","Укажите ваш пол","Укажите город, в котором находится ваше учебное заведение","Укажите название учебного заведения, в котором вы обучаетесь","Укажите номер вашего класса(последний класс, который вы закончили)","Время в которое у вас начинаются уроки/пары","Выберите ваш первый любимый предмет","Почему вам нравится этот предмет?","Ваш второй любимый предмет","Почему вам нравится этот предмет?","Сколько часов вы обычно тратите в день на домашнее задание?","Сколько времени вы тратите на самообучение(не связанного с домашним заданием)?","Как часто вы списываете домашнее задание?","Отметьте предметы(можно несколько), по которым вы наиболее часто списываете домашнее задание","Как вы оцениваете чистоту вашей школы (по десятибалльной шкале)?","Как вы оцениваете столовую в вашей школе (по десятибалльной шкале)?","Как вы оцениваете прилегающую территорию вашей школы, в том числе и стадион (по десятибалльной шкале)?","Как вы оцениваете спортивный зал и инвентарь в вашей школе(по десятибальной шкале)?","Насколько вы в целом удовлетворены своим учебным заведением?","Как вы оцениваете своё желание учиться в вашем учебном заведении на данный момент (по десятибалльной шкале)?","Сколько в среднем вы спите по будням?","Делаете ли вы утром зарядку?","Сколько времени у вас занимает дорога от дома до школы?","На сколько баллов(от 1 до 10) вы оцениваете своё рабочее состояние в течение дня?","Когда вы делаете домашнее задание?","Можете добавить какую-либо важную, по вашему мнению, информацию о вашем учебном заведении, которая не была упомянута в опросе.","Можете написать предложения по поводу данного опроса.",""
"2018/04/03 9:20:36 PM GMT+3","Женский","","","11","8:30","белорусская литература","Оба варианта","обществоведение","Мне интересен сам предмет","больше 3 часов","от 3 до 7 в неделю","Время от времени","метематика","","","","","Очень удовлетворен/на","Сильное","5:30","Нет","25","Отличное","Комбинированно","","","Лицей бгу"
"2018/04/03 9:20:57 PM GMT+3","Мужской","","","10","8:30","физика","Оба варианта","астрономия","Оба варианта","больше 3 часов","до 3 часов в неделю","Время от времени","география;русский язык;белорусский язык","","","","","Очень удовлетворен/на","Сильное","7:00","Нет","50","Терпимое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:23:12 PM GMT+3","Женский","","","10","8:30","белорусская литература","Оба варианта","русская литература","Оба варианта","1-3 часа","до 3 часов в неделю","Время от времени","физика;химия","","","","","Слегка удовлетворен/на","Сильное","8:00","Нет","35","Плохое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:23:19 PM GMT+3","Женский","","","10","8:30","белорусская литература","Оба варианта","русская литература","Оба варианта","1-3 часа","до 3 часов в неделю","Время от времени","физика;химия","","","","","Слегка удовлетворен/на","Сильное","8:00","Нет","35","Плохое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:24:17 PM GMT+3","Мужской","","","11","8:30","математика","Мне интересен сам предмет","химия","Оба варианта","до 1 часа","до 3 часов в неделю","Время от времени","география;иностранный язык;русский язык;русская литература;белорусский язык;белорусская литература;обществоведение","","","","","Очень удовлетворен/на","Сильное","7:00","Нет","7","Отличное","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:26:57 PM GMT+3","Женский","","","10","8:30","информатика","Оба варианта","математика","Оба варианта","больше 3 часов","от 3 до 7 в неделю","Время от времени","физика","","","","","Очень удовлетворен/на","Сильное","6:30","Нет","7","Терпимое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:28:04 PM GMT+3","Женский","","","10","8:30","русская литература","Оба варианта","биология","Мне интересен сам предмет","больше 3 часов","до 3 часов в неделю","Время от времени","метематика;химия","","","","","Слегка удовлетворен/на","Небольшое","6:00","Нет","40","Терпимое","Комбинированно","","","Лицей БГУ"
"2018/04/03 9:29:36 PM GMT+3","Женский","","","11","8:30","обществоведение","Оба варианта","белорусская литература","Мне интересен сам предмет","1-3 часа","Не занимаюсь вообще","Никогда","метематика","","","","","Очень удовлетворен/на","Сильное","6:00","Нет","40","Терпимое","Комбинированно","","","Лицей БГУ"
"2018/04/03 9:32:25 PM GMT+3","Женский","","","10","8:30","химия","Мне интересен сам предмет","биология","Мне интересен сам предмет","больше 3 часов","до 3 часов в неделю","Время от времени","информатика","","","","","Очень удовлетворен/на","Сильное","5:00","Нет","25","Терпимое","Комбинированно","","","Лицей БГУ "
"2018/04/03 9:35:23 PM GMT+3","Женский","","","10","8:30","белорусская литература","Оба варианта","иностранный язык","Мне интересен сам предмет","больше 3 часов","Не занимаюсь вообще","Никогда","химия","","","","","Очень удовлетворен/на","Сильное","2:00","Нет","60","Терпимое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:35:24 PM GMT+3","Женский","","","10","8:30","обществоведение","Оба варианта","всемирная история","Оба варианта","1-3 часа","до 3 часов в неделю","Время от времени","метематика;иностранный язык","","","","","Очень удовлетворен/на","Сильное","7:30","Нет","50","Терпимое","В течение дня(за день перед уроком)","","","""Лицей БГУ"""
"2018/04/03 9:38:03 PM GMT+3","Мужской","","","10","8:30","информатика","Мне интересен сам предмет","всемирная история","Оба варианта","до 1 часа","больше 7 часов в неделю","Время от времени","иностранный язык;русский язык;белорусский язык","","","","","Очень удовлетворен/на","Сильное","7:30","Да","15","Терпимое","Комбинированно","","","Лицей БГУ"
"2018/04/03 9:38:51 PM GMT+3","Женский","","","10","8:30","биология","Оба варианта","химия","Мне интересен сам предмет","больше 3 часов","до 3 часов в неделю","Время от времени","география","","","","","Очень удовлетворен/на","Сильное","7:40","Нет","25","Терпимое","Комбинированно","","","Лицей бгу"
"2018/04/03 9:46:08 PM GMT+3","Женский","","","11","8:30","обществоведение","Оба варианта","иностранный язык","Оба варианта","больше 3 часов","до 3 часов в неделю","Никогда","метематика","","","","","Очень удовлетворен/на","Сильное","6:00","Нет","30","Отличное","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:50:12 PM GMT+3","Женский","","","11","8:30","русская литература","Оба варианта","всемирная история","Оба варианта","до 1 часа","до 3 часов в неделю","Практически постоянно","метематика;физика;химия;биология;география;иностранный язык;информатика;русский язык;белорусский язык;всемирная история;история Беларуси;астрономия","","","","","Нейтрально","Небольшое","5:30","Нет","10","Отличное","Комбинированно","","","Лицей БГУ"
"2018/04/03 9:51:57 PM GMT+3","Женский","","","10","8:30","математика","Мне интересен сам предмет","химия","Оба варианта","1-3 часа","до 3 часов в неделю","Время от времени","физика;иностранный язык;информатика","","","","","Очень удовлетворен/на","Сильное","7","Нет","25","Терпимое","Комбинированно","","","Лицей БГУ"
"2018/04/03 9:54:25 PM GMT+3","Женский","","","10","8:30","иностранный язык","Мне интересен сам предмет","информатика","Его интересно преподают","больше 3 часов","от 3 до 7 в неделю","Время от времени","физика","","","","","Слегка удовлетворен/на","Небольшое","6:00","Нет","30","Терпимое","Комбинированно","","","Лицей"
"2018/04/03 9:56:35 PM GMT+3","Мужской","","","11","8:30","обществоведение","Оба варианта","всемирная история","Оба варианта","больше 3 часов","от 3 до 7 в неделю","Никогда","метематика","","","","","Очень удовлетворен/на","Сильное","7:00","Нет","25","Терпимое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 9:59:56 PM GMT+3","Женский","","","11","8:30","обществоведение","Оба варианта","всемирная история","Оба варианта","1-3 часа","от 3 до 7 в неделю","Время от времени","метематика;физика;химия;информатика;черчение","","","","","Очень удовлетворен/на","Сильное","5:00","Нет","20","Терпимое","Комбинированно","","","ЛБГУ"
"2018/04/03 10:02:02 PM GMT+3","Женский","","","10","8:30","математика","Мне интересен сам предмет","белорусская литература","Его интересно преподают","больше 3 часов","до 3 часов в неделю","Время от времени","физика;русский язык","","","","","Очень удовлетворен/на","Сильное","5:30","Нет","35","Терпимое","В течение дня(за день перед уроком)","","","Лицей БГУ"
"2018/04/03 10:07:04 PM GMT+3","Женский","","","10","8:30","химия","Оба варианта","русский язык","Мне интересен сам предмет","до 1 часа","до 3 часов в неделю","Время от времени","метематика;биология","","","","","Слегка удовлетворен/на","Небольшое","5:00","Нет","13","Терпимое","Комбинированно","","","Гимназия 13"
"2018/04/03 10:13:08 PM GMT+3","Женский","","","10","8:30","география","Оба варианта","всемирная история","Оба варианта","1-3 часа","от 3 до 7 в неделю","Время от времени","метематика;физика","","","","","Очень удовлетворен/на","Сильное","7:00","Нет","30","Отличное","Комбинированно","","","Лицей БГУ"
"2018/04/03 10:19:01 PM GMT+3","Мужской","","","11","8:30","математика","Оба варианта","информатика","Оба варианта","1-3 часа","от 3 до 7 в неделю","Никогда","черчение","","","","","Очень удовлетворен/на","Сильное","6:45","Нет","38","Терпимое","Комбинированно","","","Лицей БГУ"
"2018/04/03 10:22:32 PM GMT+3","Женский","","","11","8:30","биология","Мне интересен сам предмет","белорусская литература","Его интересно преподают","1-3 часа","от 3 до 7 в неделю","Время от времени","физика;география;иностранный язык;русский язык;обществоведение","","","","","Очень удовлетворен/на","Небольшое","6:30","Нет","50","Терпимое","Комбинированно","","","Лицей БГУ"
